id_commande,date_commande,produit,categorie,sous_categorie,region,province,quantite,chiffre_affaires,marge,remise,prix_unitaire,segment_client,mode_livraison,taux_marge,mois,annee,vente_a_perte
33445,2012-08-02,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,West,British Columbia,16,2982.5,-589.58,0.05,182.55,Small Business,Regular Air,-0.19767979882648787,2012-08-01,2012,True
33604,2011-08-18,3M Organizer Strips,Office Supplies,Binders and Binder Accessories,West,British Columbia,10,59.62,-56.3,0.04,5.4,Corporate,Regular Air,-0.9443139885944314,2011-08-01,2011,True
33696,2009-05-07,Belkin MediaBoard 104- Keyboard,Technology,Computer Peripherals,West,British Columbia,2,57.73,-101.41,0.06,27.48,Small Business,Regular Air,-1.756625671228131,2009-05-01,2009,True
33702,2012-09-02,Avery 498,Office Supplies,Labels,West,British Columbia,14,56.26,28.11,0.0,2.89,Corporate,Express Air,0.49964450764308566,2012-09-01,2012,False
33923,2009-01-07,i1000,Technology,Telephones and Communication,West,British Columbia,34,1961.7915,425.75,0.05,65.99,Small Business,Regular Air,0.21702102389576058,2009-01-01,2009,False
33924,2012-10-18,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Technology,Office Machines,West,British Columbia,12,6168.07,1542.0,0.05,500.98,Consumer,Delivery Truck,0.2499971628078151,2012-10-01,2012,False
33987,2011-10-25,StarTAC 7760,Technology,Telephones and Communication,West,British Columbia,27,1521.1345,270.6,0.07,65.99,Small Business,Regular Air,0.17789353932870502,2011-10-01,2011,False
34243,2011-02-11,"Eldon¨ 400 Classª Desk Accessories, Black Carbon",Furniture,Office Furnishings,West,British Columbia,10,89.04,-16.49,0.08,8.75,Home Office,Regular Air,-0.18519766397124884,2011-02-01,2011,True
34243,2011-02-11,"Array¨ Parchment Paper, Assorted Colors",Office Supplies,Paper,West,British Columbia,40,297.34,-270.96,0.04,7.28,Home Office,Express Air,-0.9112800161431358,2011-02-01,2011,True
34243,2011-02-11,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage & Organization,West,British Columbia,35,1264.13,-1087.36,0.02,35.48,Home Office,Regular Air,-0.8601646982509709,2011-02-01,2011,True
34279,2012-03-28,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,West,British Columbia,3,840.552,7.55,0.1,349.45,Consumer,Delivery Truck,0.00898219265435095,2012-03-01,2012,False
34406,2012-09-28,Sterling Rubber Bands by Alliance,Office Supplies,Rubber Bands,West,British Columbia,29,142.59,-3.23,0.02,4.71,Home Office,Regular Air,-0.02265235991303738,2012-09-01,2012,True
34597,2010-12-16,V2397,Technology,Telephones and Communication,West,British Columbia,8,849.337,-258.85,0.07,125.99,Home Office,Express Air,-0.3047671301262044,2010-12-01,2010,True
34980,2010-08-02,3M Polarizing Light Filter Sleeves,Furniture,Office Furnishings,West,British Columbia,7,140.77,100.77,0.01,18.65,Corporate,Regular Air,0.7158485472756979,2010-08-01,2010,False
34980,2010-08-02,Home/Office Personal File Carts,Office Supplies,Storage & Organization,West,British Columbia,25,848.19,120.02,0.06,34.76,Corporate,Express Air,0.14150131456395382,2010-08-01,2010,False
34980,2010-08-02,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances,West,British Columbia,12,562.15,148.34,0.01,46.89,Corporate,Regular Air,0.2638797473983812,2010-08-01,2010,False
35361,2009-04-06,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,West,British Columbia,40,746.93,67.03,0.09,18.97,Home Office,Express Air,0.0897406718166361,2009-04-01,2009,False
35361,2009-04-06,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,West,British Columbia,37,313.4,-5.05,0.0,8.34,Home Office,Regular Air,-0.016113592852584558,2009-04-01,2009,True
35587,2011-11-10,Magna Visual Magnetic Picture Hangers,Furniture,Office Furnishings,West,British Columbia,43,208.77,-144.24,0.03,4.82,Consumer,Regular Air,-0.6909038654979164,2011-11-01,2011,True
35780,2011-01-17,Newell 320,Office Supplies,Pens & Art Supplies,West,British Columbia,6,28.55,-4.5,0.01,4.28,Consumer,Regular Air,-0.15761821366024517,2011-01-01,2011,True
35814,2012-03-27,"Deflect-o SuperTrayª Unbreakable Stackable Tray, Letter, Black",Furniture,Office Furnishings,West,British Columbia,11,324.52,154.02,0.08,29.18,Home Office,Regular Air,0.47460865277948977,2012-03-01,2012,False
35938,2012-11-17,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs & Chairmats,West,British Columbia,6,1770.7,-448.25,0.05,280.98,Corporate,Delivery Truck,-0.2531484723555656,2012-11-01,2012,True
35938,2012-11-17,Project Tote Personal File,Office Supplies,Storage & Organization,West,British Columbia,48,628.33,-226.62,0.09,14.03,Corporate,Regular Air,-0.360670348383811,2012-11-01,2012,True
35968,2012-03-03,Avery Hole Reinforcements,Office Supplies,Binders and Binder Accessories,West,British Columbia,21,141.2,-74.44,0.05,6.23,Corporate,Regular Air,-0.5271954674220963,2012-03-01,2012,True
36033,2009-12-19,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Technology,Computer Peripherals,West,British Columbia,15,83.02,-54.01,0.06,4.98,Small Business,Express Air,-0.6505661286437003,2009-12-01,2009,True
36067,2009-07-04,Economy Rollaway Files,Office Supplies,Storage & Organization,West,British Columbia,37,6176.29,1499.94,0.04,165.2,Small Business,Express Air,0.2428545291752816,2009-07-01,2009,False
36131,2009-05-17,Prismacolor Color Pencil Set,Office Supplies,Pens & Art Supplies,West,British Columbia,26,493.43,120.18,0.07,19.84,Home Office,Regular Air,0.24356038343838032,2009-05-01,2009,False
36160,2012-11-22,TimeportP7382,Technology,Telephones and Communication,West,British Columbia,12,2218.891,79.54,0.0,205.99,Home Office,Express Air,0.03584673604967527,2012-11-01,2012,False
36196,2011-08-06,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Technology,Computer Peripherals,West,British Columbia,7,39.01,-38.44,0.07,4.98,Consumer,Regular Air,-0.9853883619584721,2011-08-01,2011,True
36356,2011-12-25,Hon Valutaskª Swivel Chairs,Furniture,Chairs & Chairmats,West,British Columbia,45,4768.59,-593.8,0.01,100.98,Consumer,Delivery Truck,-0.12452318190492366,2011-12-01,2011,True
36356,2011-12-25,Avery 510,Office Supplies,Labels,West,British Columbia,33,117.77,47.98,0.08,3.75,Consumer,Regular Air,0.4074042625456398,2011-12-01,2011,False
36647,2009-06-30,"Staples Vinyl Coated Paper Clips, 800/Box",Office Supplies,Rubber Bands,West,British Columbia,21,179.98,38.7,0.01,7.89,Consumer,Regular Air,0.21502389154350487,2009-06-01,2009,False
36647,2009-06-30,"*Staples* vLetter Openers, 2/Pack",Office Supplies,"Scissors, Rulers and Trimmers",West,British Columbia,16,55.44,-21.91,0.09,3.68,Consumer,Regular Air,-0.3952020202020202,2009-06-01,2009,True
36647,2009-06-30,Filing/Storage Totes and Swivel Casters,Office Supplies,Storage & Organization,West,British Columbia,18,174.62,-119.77,0.1,9.71,Consumer,Regular Air,-0.6858893597526056,2009-06-01,2009,True
36737,2010-03-15,US Robotics 56K V.92 External Faxmodem,Technology,Computer Peripherals,West,British Columbia,10,999.89,-119.92,0.02,99.99,Consumer,Regular Air,-0.11993319265119164,2010-03-01,2010,True
36737,2010-03-15,Newell 351,Office Supplies,Pens & Art Supplies,West,British Columbia,10,35.69,-31.24,0.04,3.28,Consumer,Regular Air,-0.8753152143457551,2010-03-01,2010,True
36832,2012-06-01,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders and Binder Accessories,West,British Columbia,43,532.89,210.53,0.09,12.97,Small Business,Regular Air,0.39507215372778626,2012-06-01,2012,False
36832,2012-06-01,Fuji Slim Jewel Case CD-R,Technology,Computer Peripherals,West,British Columbia,24,60.69,-25.65,0.06,2.12,Small Business,Express Air,-0.4226396440929313,2012-06-01,2012,True
36836,2010-02-26,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders and Binder Accessories,West,British Columbia,43,16116.33,6919.87,0.08,387.99,Corporate,Regular Air,0.42937008611762106,2010-02-01,2010,False
36867,2009-09-05,SAFCO Arco Folding Chair,Furniture,Chairs & Chairmats,West,British Columbia,21,5482.18,1167.38,0.06,276.2,Corporate,Express Air,0.2129408374040984,2009-09-01,2009,False
36867,2009-09-05,Newell 346,Office Supplies,Pens & Art Supplies,West,British Columbia,16,45.57,2.81,0.09,2.88,Corporate,Regular Air,0.06166337502743033,2009-09-01,2009,False
37250,2010-01-14,"Tyvek ¨ Top-Opening Peel & Seel ¨ Envelopes, Gray",Office Supplies,Envelopes,West,British Columbia,13,473.46,128.11,0.03,35.94,Corporate,Regular Air,0.2705825201706586,2010-01-01,2010,False
37473,2009-10-01,*Staples* Letter Opener,Office Supplies,"Scissors, Rulers and Trimmers",West,British Columbia,42,88.23,-195.93,0.1,2.18,Small Business,Regular Air,-2.2206732403944236,2009-10-01,2009,True
37505,2011-06-03,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,West,British Columbia,1,29.19,-23.1,0.03,16.98,Home Office,Regular Air,-0.7913669064748201,2011-06-01,2011,True
37505,2011-06-03,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances,West,British Columbia,9,2007.24,600.4,0.03,225.04,Home Office,Express Air,0.29911719575138,2011-06-01,2011,False
37505,2011-06-03,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Technology,Office Machines,West,British Columbia,42,384.41,-44.3,0.05,9.49,Home Office,Regular Air,-0.11524153898181627,2011-06-01,2011,True
37537,2009-01-02,Hon 4070 Series Pagodaª Armless Upholstered Stacking Chairs,Furniture,Chairs & Chairmats,West,British Columbia,4,1239.06,-193.08,0.0,291.73,Corporate,Delivery Truck,-0.1558278049489129,2009-01-01,2009,True
37537,2009-01-02,Hon Valutaskª Swivel Chairs,Furniture,Chairs & Chairmats,West,British Columbia,43,4083.19,-1049.85,0.07,100.98,Corporate,Delivery Truck,-0.2571151477153892,2009-01-01,2009,True
37537,2009-01-02,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage & Organization,West,British Columbia,32,4902.38,1438.49,0.05,155.06,Corporate,Regular Air,0.29342686613440816,2009-01-01,2009,False
37606,2010-02-22,Xerox 190,Office Supplies,Paper,West,British Columbia,1,19.96,3.25,0.05,4.98,Consumer,Express Air,0.1628256513026052,2010-02-01,2010,False
37606,2010-02-22,Barrel Sharpener,Office Supplies,Pens & Art Supplies,West,British Columbia,41,148.99,-115.48,0.03,3.57,Consumer,Regular Air,-0.7750855762131686,2010-02-01,2010,True
37606,2010-02-22,Newell 342,Office Supplies,Pens & Art Supplies,West,British Columbia,21,70.66,-57.84,0.06,3.28,Consumer,Regular Air,-0.8185677894140958,2010-02-01,2010,True
37668,2010-01-08,Sharp EL500L Fraction Calculator,Technology,Office Machines,West,British Columbia,33,478.27,-4.85,0.01,13.99,Corporate,Regular Air,-0.010140715495431451,2010-01-01,2010,True
37830,2009-08-16,"BOSTON¨ Ranger¨ #55 Pencil Sharpener, Black",Office Supplies,Pens & Art Supplies,West,British Columbia,39,977.92,148.89,0.05,25.99,Corporate,Express Air,0.15225171793193717,2009-08-01,2009,False
37957,2010-11-05,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders and Binder Accessories,West,British Columbia,31,229.26,-37.2,0.0,6.81,Small Business,Regular Air,-0.16226118817063598,2010-11-01,2010,True
38406,2010-12-02,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,West,British Columbia,12,754.94,-226.24,0.01,58.14,Small Business,Delivery Truck,-0.29967944472408403,2010-12-01,2010,True
38594,2009-12-01,"80 Minute CD-R Spindle, 100/Pack - Staples",Technology,Computer Peripherals,West,British Columbia,26,1011.9,247.94,0.07,39.48,Corporate,Regular Air,0.24502421187864415,2009-12-01,2009,False
38657,2010-05-28,"Memorex 4.7GB DVD-RAM, 3/Pack",Technology,Computer Peripherals,West,British Columbia,38,1279.25,569.3,0.01,31.78,Consumer,Regular Air,0.44502638264608163,2010-05-01,2010,False
38850,2010-04-29,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,West,British Columbia,34,12570.74,-4560.43,0.02,348.21,Home Office,Delivery Truck,-0.3627813477965498,2010-04-01,2010,True
38913,2009-09-06,GBC Wire Binding Strips,Office Supplies,Binders and Binder Accessories,West,British Columbia,7,230.29,-4.3,0.03,31.74,Home Office,Regular Air,-0.018672109079855833,2009-09-01,2009,True
38948,2011-06-05,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage & Organization,West,British Columbia,9,1394.28,197.16,0.03,155.06,Home Office,Regular Air,0.14140631723900507,2011-06-01,2011,False
38948,2011-06-05,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Technology,Telephones and Communication,West,British Columbia,44,6862.237,1839.2,0.05,179.99,Home Office,Express Air,0.2680175575399101,2011-06-01,2011,False
39041,2011-10-26,"6"" Cubicle Wall Clock, Black",Furniture,Office Furnishings,West,British Columbia,47,418.03,-158.58,0.0,8.09,Corporate,Express Air,-0.37935076429921305,2011-10-01,2011,True
39041,2011-10-26,Coloredge Poster Frame,Furniture,Office Furnishings,West,British Columbia,23,336.86,36.32,0.06,14.2,Corporate,Regular Air,0.10781927210116962,2011-10-01,2011,False
39136,2009-06-24,StarTAC 7760,Technology,Telephones and Communication,West,British Columbia,49,2693.514,662.05,0.02,65.99,Corporate,Regular Air,0.24579415588706793,2009-06-01,2009,False
39232,2011-07-12,Xerox 1880,Office Supplies,Paper,West,British Columbia,11,391.9,-47.01,0.1,35.44,Corporate,Regular Air,-0.11995406991579485,2011-07-01,2011,True
39232,2011-07-12,Xerox 194,Office Supplies,Paper,West,British Columbia,26,1451.59,435.11,0.06,55.48,Corporate,Regular Air,0.29974717378874205,2011-07-01,2011,False
39617,2011-12-17,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Office Furnishings,West,British Columbia,33,1283.68,202.47,0.08,39.98,Small Business,Regular Air,0.15772622460426275,2011-12-01,2011,False
39617,2011-12-17,Newell 312,Office Supplies,Pens & Art Supplies,West,British Columbia,28,169.46,34.24,0.02,5.84,Small Business,Regular Air,0.20205358196624573,2011-12-01,2011,False
39649,2009-10-19,CF 688,Technology,Telephones and Communication,West,British Columbia,10,1351.653,-202.85,0.01,155.99,Corporate,Express Air,-0.15007550014685722,2009-10-01,2009,True
39649,2009-10-19,Xerox 1983,Office Supplies,Paper,West,British Columbia,9,63.0,-17.48,0.01,5.98,Corporate,Regular Air,-0.27746031746031746,2009-10-01,2009,True
39654,2012-09-30,Trimflexª Flexible Post Binders,Office Supplies,Binders and Binder Accessories,West,British Columbia,39,856.15,330.03,0.03,21.38,Corporate,Express Air,0.3854815160894703,2012-09-01,2012,False
39808,2012-09-02,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,West,British Columbia,50,2026.42,655.36,0.03,39.98,Corporate,Regular Air,0.32340778318413754,2012-09-01,2012,False
39808,2012-09-02,i2000,Technology,Telephones and Communication,West,British Columbia,31,3413.4555,868.47,0.03,125.99,Corporate,Regular Air,0.2544254641667366,2012-09-01,2012,False
39841,2010-01-01,Xerox 1898,Office Supplies,Paper,West,British Columbia,43,294.13,-123.07,0.01,6.68,Small Business,Regular Air,-0.4184204263420936,2010-01-01,2010,True
39847,2010-04-04,Acco 3-Hole Punch,Office Supplies,Binders and Binder Accessories,West,British Columbia,29,125.41,-127.01,0.08,4.38,Home Office,Regular Air,-1.012758153257316,2010-04-01,2010,True
39847,2010-04-04,Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System,Office Supplies,Storage & Organization,West,British Columbia,49,3170.52,379.11,0.08,64.98,Home Office,Regular Air,0.11957344536542902,2010-04-01,2010,False
39847,2010-04-04,CF 688,Technology,Telephones and Communication,West,British Columbia,20,2488.477,142.55,0.08,155.99,Home Office,Regular Air,0.05728403356751942,2010-04-01,2010,False
39907,2010-08-29,Fellowes 17-key keypad for PS/2 interface,Technology,Computer Peripherals,West,British Columbia,12,378.84,-99.38,0.05,30.73,Home Office,Regular Air,-0.26232710379051843,2010-08-01,2010,True
40068,2010-04-20,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs & Chairmats,West,British Columbia,1,200.38,-90.41,0.02,160.98,Home Office,Delivery Truck,-0.451192733805769,2010-04-01,2010,True
40068,2010-04-20,Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System,Office Supplies,Storage & Organization,West,British Columbia,2,128.52,-110.07,0.1,64.98,Home Office,Regular Air,-0.8564425770308122,2010-04-01,2010,True
40068,2010-04-20,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,West,British Columbia,24,6717.784,1903.1,0.0,348.21,Home Office,Delivery Truck,0.28329282394313365,2010-04-01,2010,False
40420,2011-01-10,Avery Durable Binders,Office Supplies,Binders and Binder Accessories,West,British Columbia,22,59.08,-2.61,0.1,2.88,Corporate,Regular Air,-0.044177386594448205,2011-01-01,2011,True
40420,2011-01-10,Accessory21,Technology,Telephones and Communication,West,British Columbia,50,886.363,450.02,0.08,20.99,Corporate,Regular Air,0.5077152363083748,2011-01-01,2011,False
40485,2009-12-27,Xerox 1983,Office Supplies,Paper,West,British Columbia,36,222.25,-63.77,0.05,5.98,Corporate,Regular Air,-0.28692913385826774,2009-12-01,2009,True
40485,2009-12-27,StarTAC 7760,Technology,Telephones and Communication,West,British Columbia,7,388.7135,-190.42,0.01,65.99,Corporate,Regular Air,-0.4898723610062423,2009-12-01,2009,True
40998,2009-05-02,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Technology,Computer Peripherals,West,British Columbia,43,1233.22,385.46,0.05,29.89,Small Business,Regular Air,0.312563857219312,2009-05-01,2009,False
40998,2009-05-02,EcoTones¨ Memo Sheets,Office Supplies,Paper,West,British Columbia,39,144.82,28.4,0.08,4.0,Small Business,Regular Air,0.19610551028863416,2009-05-01,2009,False
41091,2009-05-24,"Lifetime Advantageª Folding Chairs, 4/Carton",Furniture,Chairs & Chairmats,West,British Columbia,32,6310.69,1318.83,0.1,218.08,Consumer,Express Air,0.20898348675026027,2009-05-01,2009,False
41152,2011-09-03,Honeywell Enviracaire¨ Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,West,British Columbia,49,3702.92,541.92,0.03,76.72,Corporate,Regular Air,0.14634936752616853,2011-09-01,2011,False
41152,2011-09-03,Staples¨ General Use 3-Ring Binders,Office Supplies,Binders and Binder Accessories,West,British Columbia,29,53.99,-15.12,0.1,1.88,Corporate,Regular Air,-0.2800518614558251,2011-09-01,2011,True
41157,2011-04-16,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Office Furnishings,West,British Columbia,39,3854.4,1116.98,0.09,107.53,Home Office,Regular Air,0.2897934827729348,2011-04-01,2011,False
41349,2011-12-17,GBC Plastic Binding Combs,Office Supplies,Binders and Binder Accessories,West,British Columbia,44,346.2,-335.69,0.0,7.38,Home Office,Express Air,-0.9696418255343732,2011-12-01,2011,True
41349,2011-12-17,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Office Furnishings,West,British Columbia,4,85.96,-7.48,0.08,20.24,Home Office,Express Air,-0.08701721731037693,2011-12-01,2011,True
41349,2011-12-17,Eldon Simplefile¨ Box Office¨,Office Supplies,Storage & Organization,West,British Columbia,39,475.52,-70.43,0.07,12.44,Home Office,Regular Air,-0.14811154104979812,2011-12-01,2011,True
41440,2009-09-22,Avery 493,Office Supplies,Labels,West,British Columbia,20,92.94,37.77,0.09,4.91,Corporate,Regular Air,0.40639122014202717,2009-09-01,2009,False
41440,2009-09-22,Hon 94000 Series Round Tables,Furniture,Tables,West,British Columbia,19,6070.96,173.48,0.01,296.18,Corporate,Delivery Truck,0.028575381817702635,2009-09-01,2009,False
41539,2011-05-03,Sanford Pocket Accent¨ Highlighters,Office Supplies,Pens & Art Supplies,West,British Columbia,24,41.85,-8.44,0.04,1.6,Consumer,Express Air,-0.20167264038231777,2011-05-01,2011,True
41539,2011-05-03,V 3600 Series,Technology,Telephones and Communication,West,British Columbia,41,2303.7125,398.22,0.04,65.99,Consumer,Regular Air,0.17286011166758006,2011-05-01,2011,False
41574,2010-09-20,Staples SlimLine Pencil Sharpener,Office Supplies,Pens & Art Supplies,West,British Columbia,23,283.82,-38.94,0.01,11.97,Corporate,Regular Air,-0.13719963357057288,2010-09-01,2010,True
41831,2012-07-21,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Technology,Office Machines,West,British Columbia,43,3441.09,431.95,0.03,80.97,Corporate,Delivery Truck,0.12552708589429512,2012-07-01,2012,False
41831,2012-07-21,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,West,British Columbia,38,209.61,-96.29,0.05,5.28,Corporate,Regular Air,-0.45937693812318114,2012-07-01,2012,True
41888,2009-02-28,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders and Binder Accessories,West,British Columbia,18,1979.47,690.27,0.1,120.98,Corporate,Regular Air,0.3487145549061112,2009-02-01,2009,False
41888,2009-02-28,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Technology,Computer Peripherals,West,British Columbia,23,187.8,-41.83,0.08,8.32,Corporate,Express Air,-0.22273695420660275,2009-02-01,2009,True
41888,2009-02-28,V3682,Technology,Telephones and Communication,West,British Columbia,29,2823.037,372.4,0.1,125.99,Corporate,Regular Air,0.13191467203582524,2009-02-01,2009,False
42054,2012-09-14,Avery Durable Binders,Office Supplies,Binders and Binder Accessories,West,British Columbia,32,94.55,6.74,0.01,2.88,Consumer,Regular Air,0.07128503437334743,2012-09-01,2012,False
42148,2011-10-20,Unpadded Memo Slips,Office Supplies,Paper,West,British Columbia,11,45.31,-10.64,0.07,3.98,Corporate,Regular Air,-0.23482674906201723,2011-10-01,2011,True
42306,2012-09-14,"Cardinal Slant-D¨ Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders and Binder Accessories,West,British Columbia,4,36.46,-7.41,0.1,8.69,Consumer,Regular Air,-0.20323642347778387,2012-09-01,2012,True
42338,2009-11-02,Eldon Image Series Black Desk Accessories,Furniture,Office Furnishings,West,British Columbia,14,63.91,-44.47,0.04,4.14,Corporate,Regular Air,-0.6958222500391176,2009-11-01,2009,True
42338,2009-11-02,SC-3160,Technology,Telephones and Communication,West,British Columbia,32,1909.0065,344.13,0.01,65.99,Corporate,Regular Air,0.18026654178495463,2009-11-01,2009,False
42343,2009-08-14,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,West,British Columbia,46,3412.08,239.23,0.04,70.98,Corporate,Delivery Truck,0.07011265855431291,2009-08-01,2009,False
42343,2009-08-14,Xerox 1893,Office Supplies,Paper,West,British Columbia,31,1311.68,230.37,0.03,40.99,Corporate,Regular Air,0.17562972676262503,2009-08-01,2009,False
42467,2010-10-14,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders and Binder Accessories,West,British Columbia,10,238.88,-48.21,0.01,22.38,Home Office,Regular Air,-0.20181681178834562,2010-10-01,2010,True
42467,2010-10-14,Belkin ErgoBoardª Keyboard,Technology,Computer Peripherals,West,British Columbia,39,1235.29,53.63,0.0,30.98,Home Office,Express Air,0.04341490662111731,2010-10-01,2010,False
42467,2010-10-14,T28 WORLD,Technology,Telephones and Communication,West,British Columbia,12,1928.327,-253.37,0.09,195.99,Home Office,Regular Air,-0.13139368997063258,2010-10-01,2010,True
42529,2010-10-10,Xerox 1920,Office Supplies,Paper,West,British Columbia,8,57.15,-33.95,0.03,5.98,Small Business,Regular Air,-0.5940507436570429,2010-10-01,2010,True
42563,2010-08-12,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders and Binder Accessories,West,British Columbia,7,44.25,-14.36,0.07,4.24,Corporate,Express Air,-0.32451977401129944,2010-08-01,2010,True
42567,2010-01-11,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables,West,British Columbia,12,1940.32,-18.81,0.0,146.34,Small Business,Delivery Truck,-0.009694277232621423,2010-01-01,2010,True
42691,2010-05-24,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Office Furnishings,West,British Columbia,50,2447.65,1170.35,0.0,46.94,Home Office,Regular Air,0.4781525136355279,2010-05-01,2010,False
42691,2010-05-24,Fellowes Super Stor/Drawer¨ Files,Office Supplies,Storage & Organization,West,British Columbia,7,1069.64,-139.75,0.09,161.55,Home Office,Regular Air,-0.13065143412736993,2010-05-01,2010,True
42919,2011-10-06,T65,Technology,Telephones and Communication,West,British Columbia,7,1143.4285,-475.66,0.04,195.99,Corporate,Express Air,-0.4159945287352904,2011-10-01,2011,True
43010,2012-10-09,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,Paper,West,British Columbia,40,233.2,74.83,0.0,5.68,Home Office,Regular Air,0.3208833619210978,2012-10-01,2012,False
43010,2012-10-09,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Office Supplies,Paper,West,British Columbia,24,245.53,83.16,0.02,10.14,Home Office,Regular Air,0.33869588237689896,2012-10-01,2012,False
43043,2012-04-14,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances,West,British Columbia,4,904.12,28.81,0.07,225.04,Corporate,Regular Air,0.03186523912754944,2012-04-01,2012,False
43170,2010-05-13,Okidata ML184 Turbo Dot Matrix Printers,Technology,Office Machines,West,British Columbia,25,7667.78,1494.01,0.04,306.14,Small Business,Delivery Truck,0.19484257503475583,2010-05-01,2010,False
43170,2010-05-13,Xerox 197,Office Supplies,Paper,West,British Columbia,40,1305.85,65.01,0.0,30.98,Small Business,Regular Air,0.04978366581154038,2010-05-01,2010,False
43397,2011-05-12,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs & Chairmats,West,British Columbia,35,2130.31,-319.26,0.08,60.89,Corporate,Delivery Truck,-0.14986551253104008,2011-05-01,2011,True
43494,2012-01-03,Polycom ViewStationª Adapter H323 Videoconferencing Unit,Technology,Office Machines,West,British Columbia,2,3668.28,-4858.67,0.09,1938.02,Consumer,Regular Air,-1.3245090342067671,2012-01-01,2012,True
43682,2012-08-27,R280,Technology,Telephones and Communication,West,British Columbia,14,1849.6,62.16,0.06,155.99,Corporate,Regular Air,0.03360726643598616,2012-08-01,2012,False
43814,2011-01-09,"Wilson Jones 1"" Hanging DublLock¨ Ring Binders",Office Supplies,Binders and Binder Accessories,West,British Columbia,40,197.1,-12.88,0.09,5.28,Corporate,Regular Air,-0.06534753932014206,2011-01-01,2011,True
43814,2011-01-09,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,West,British Columbia,47,199.48,13.8,0.03,4.2,Corporate,Regular Air,0.06917986765590536,2011-01-01,2011,False
43815,2012-06-13,JM Magazine Binder,Office Supplies,Binders and Binder Accessories,West,British Columbia,40,635.59,202.83,0.07,16.51,Home Office,Regular Air,0.3191208168788055,2012-06-01,2012,False
43815,2012-06-13,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,West,British Columbia,22,1251.4,539.45,0.01,55.48,Home Office,Regular Air,0.4310771935432316,2012-06-01,2012,False
43815,2012-06-13,Space Solutionsª Industrial Galvanized Steel Shelving.,Office Supplies,Storage & Organization,West,British Columbia,45,3577.81,-1097.97,0.03,78.8,Home Office,Regular Air,-0.3068832609892644,2012-06-01,2012,True
